,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
288,GNA14,,,,SMARCA1,,PNPLA3,SYN1,,,,BNC1,CD37,,,CCDC102B,ID2,SH3BGRL2,,,,,MDFI,
289,FZD2,,,,RSPO3,,HES6,VSTM4,,,,DKK3,LAPTM5,,,MYLK,RAD54L,SHISAL1,,,,,HEY1,
290,FGF20,,,,PLPPR4,,SHISAL1,SPAAR,,,,RASSF9,PRDM15,,,SLC6A7,SLC1A3,GJC1,,,,,PHYHIPL,
291,ADGRL2,,,,PTGDS,,CYB5R2,PTPRM,,,,MLF1,BRI3BP,,,NHSL2,ADAM23,LIMS2,,,,,TFAP2A,
292,C1R,,,,PMP22,,CPO,GPC5,,,,TANC1,SET,,,TNFRSF21,UBL5,FBXL7,,,,,CHST1,
293,TENM4,,,,CNN3,,FGF18,SGSM1,,,,PURG,TUBA1B,,,GABRE,CFTR,KCTD8,,,,,AGR2,
294,,,,,SNAI2,,POPDC3,SLC25A27,,,,PARD6G,BCAS4,,,CHST3,TTBK1,TMEM255B,,,,,INAVA,
295,,,,,CYSLTR2,,NYNRIN,FOXP2,,,,ITM2C,ASPM,,,LOXL1,PKMYT1,MN1,,,,,ZBTB42,
296,,,,,EMILIN1,,HEYL,PKHD1L1,,,,ADIRF,CORO1A,,,SLC2A10,RHBDL1,CXCL11,,,,,EPHX3,
297,,,,,PARVA,,ACOT1,TPBG,,,,PMP22,MT-CO2,,,SPON1,KIRREL2,ARHGAP23,,,,,CYP11A1,
298,,,,,COX7A1,,TRPV5,NXPE4,,,,AKAP12,KNL1,,,VGLL3,ZBTB32,CADM3,,,,,SCEL,
299,,,,,BAHCC1,,WNT5A,CXCL3,,,,PAPLN,PPIA,,,RBPMS2,RP1,TMEM204,,,,,PRSS50.1,
300,,,,,ADGRL2,,BEX5,TEAD4,,,,RASAL2,NUSAP1,,,COL18A1,CAPN14,MPZL2,,,,,CPA3,
301,,,,,BOC,,ST6GAL2,GPSM1,,,,WNT3A,CENPE,,,IGDCC4,CDC25A,HOXD3,,,,,ZBED9,
302,,,,,MSRB3,,MYOZ2,TGFBR3,,,,ARHGAP28,RPSA,,,SHOX2,OSBPL6,UACA,,,,,MRLN,
303,,,,,CH25H,,SYNDIG1,ADAMTS5,,,,ZFPM2,PDIA4,,,VAX2,SF3B6,PLA1A,,,,,TTLL10,
304,,,,,CHST3,,PDLIM3,GPR173,,,,FOXC1,RAC2,,,NTM,ADARB2,EXOC3L1,,,,,ASCL4,
305,,,,,MUSK,,DSP,CXCL11,,,,ADAMTSL3,RACK1,,,RSPO3,CDH8,ABLIM3,,,,,C7orf57,
306,,,,,AADAT,,PDE1C,TYR,,,,C1orf198,KIF11,,,SEZ6L2,FSCN1,DOC2B,,,,,FUT6,
307,,,,,PYGO1,,ZFPM2,FAM205C,,,,MYCT1,ANP32E,,,CLIC6,TMEM238,ASAP3,,,,,DRD2,
308,,,,,FAM151A,,TBX2,NOS2,,,,SLC52A3,TUBB4B,,,RARRES2,CKB,ST6GALNAC3,,,,,OR2L3,
309,,,,,LPAR1,,TBX3,RBPMS2,,,,CD36,WEE1,,,KPNA7,DTL,LMCD1,,,,,KCNJ12,
310,,,,,PDE3A,,FBLN5,C16orf78,,,,IGFBP4,NDC80,,,CNN3,MT-CO3,SYBU,,,,,INHA,
311,,,,,CALHM5,,FAM155A,NRG3,,,,KBTBD11,LMO2,,,KCNT2,SORD,FAM13C,,,,,PGLYRP4,
312,,,,,NECTIN3,,ADCY5,RAB17,,,,S1PR1,RBM38,,,THY1,STEAP3,MASP1,,,,,KAZN,
313,,,,,HTRA1,,RAP1GAP,CCM2L,,,,PPIC,SLC25A6,,,SEMA3C,DNAJB5,TPO,,,,,PARD3,
314,,,,,ADGRB2,,GLIS3,ART4,,,,RNF165,MND1,,,SLC25A27,GPR87,ADAMTS4,,,,,RIN2,
315,,,,,FGF7,,CTNNA3,ADM2,,,,NFIB,HMMR,,,PDGFRB,ADAM22,SLC25A27,,,,,LTBP1,
316,,,,,GALNT16,,ABCC3,PRSS48,,,,PALD1,SLC2A5,,,CDH13,CDC6,NYNRIN,,,,,MAPK10,
317,,,,,ENAH,,CLU,RADIL,,,,LRCOL1,GTSE1,,,PDE10A,HECW1,NR5A2,,,,,PARM1,
318,,,,,ARRDC4,,C17orf99,CD9,,,,DLC1,ODC1,,,MYL9,EML1,BCL6B,,,,,MID1,
319,,,,,THY1,,WFDC8,CDH5,,,,NXN,NACA,,,GLIS2,JAKMIP2,HOXD9,,,,,PPP1R9A,
320,,,,,GABRE,,CHST4,FSCN1,,,,PCSK6,GCSAM,,,WWC1,ZBED9,PTPRM,,,,,TGFBR3,
321,,,,,COLEC10,,PRUNE2,,,,,PROX1,HIP1R,,,TNFSF15,TPX2,PTCHD4,,,,,PPM1H,
322,,,,,YAP1,,PIRT,,,,,FILIP1,MANF,,,DDR2,ASPM,CFH,,,,,STXBP6,
323,,,,,CSMD2,,CAVIN3,,,,,TMEM204,SNRPB,,,MT1X,GADD45GIP1,JCAD,,,,,MAP7,
324,,,,,GRID1,,GLIS1,,,,,AGBL4,ANLN,,,SDC2,BEX2,KCTD12,,,,,SGPP2,
325,,,,,TMEM176B,,SORCS2,,,,,ERICH4,MCM4,,,PLEKHH2,CENPE,PROS1,,,,,DLG5,
326,,,,,AKAP12,,PTPRM,,,,,HOXA3,C1QBP,,,CDR2L,PAH,COL18A1,,,,,SEMA6D,
327,,,,,PTGES,,MFGE8,,,,,ANKRD65,CENPU,,,GGTLC2,MYEOV,TRIM47,,,,,PTPRF,
328,,,,,TMEM108,,SPSB4,,,,,EMID1,MRPS34,,,WASF3,CHCHD2,CNTNAP3B,,,,,ITGA3,
329,,,,,PDE10A,,VSTM4,,,,,CEMIP2,DBI,,,ADAMTSL1,PDGFRL,F2R,,,,,CHI3L2,
330,,,,,COL12A1,,ANK2,,,,,CXCL1,FAM111B,,,ZNF343,RPS26,B3GNT3,,,,,TMOD1,
331,,,,,CLEC11A,,COL13A1,,,,,DOCK6,SSNA1,,,CHRD,PYCR1,EFNA1,,,,,CMYA5,
332,,,,,ZFHX4,,XKR4,,,,,TNFRSF4,SNRPF,,,ZNF697,SPC24,GNG11,,,,,CDH26,
333,,,,,NPB,,SLC22A8,,,,,KANK2,SYBU,,,PCOLCE,RPL39,ZNF423,,,,,SOCS2,
334,,,,,PRRX1,,C2orf73,,,,,PTPN21,TMEM258,,,HHIPL1,FOSL1,SFRP1,,,,,EMP2,
335,,,,,COL4A4,,B3GALT5,,,,,FCGR2B,C4orf3,,,SLC51B,CLIC5,ZNF462,,,,,A4GALT,
336,,,,,RASL12,,CHL1,,,,,ARNT2,WDR62,,,C3,HMCN1,TTC39A,,,,,KIAA1522,
337,,,,,MICALL2,,ABLIM3,,,,,MPDZ,HJURP,,,WFDC8,ANLN,FAM155A,,,,,PROSER2,
338,,,,,KIRREL1,,CSRNP3,,,,,LIMCH1,TTK,,,PDGFRL,CHEK1,TSPAN9,,,,,GDA,
339,,,,,ADAMTS15,,CSPG4,,,,,KANK3,ATP5MPL,,,MOV10L1,TTK,CASKIN2,,,,,DHRS9,
340,,,,,PHYHIPL,,GGT5,,,,,UBE2QL1,ATP5MC1,,,MPP2,FBXO43,TGM2,,,,,GALNT13,
341,,,,,PPARGC1A,,LZTS1,,,,,NINL,CDKN3,,,FSTL1,CYSLTR2,SNCG,,,,,CXADR,
342,,,,,SDC2,,RASEF,,,,,NYAP1,AURKAIP1,,,MMP14,IGSF9,ARHGAP29,,,,,TCERG1L,
343,,,,,CDK20,,APCDD1,,,,,IGFBP2,ATP5F1D,,,TMEM26,PDGFRA,FOXC1,,,,,ELOVL2,
344,,,,,TUSC3,,CFAP300,,,,,COX7A1,PLK4,,,TPM1,FGF2,HECW2,,,,,KCNK1,
345,,,,,ETS2,,PDLIM4,,,,,GPM6A,E2F2,,,IGFBP4,DDX4,TGFBR3,,,,,PGBD5,
346,,,,,SMIM10,,CDX1,,,,,SMARCA1,GADD45GIP1,,,HTRA1,CENPU,GPR26,,,,,SLC2A10,
347,,,,,TPM2,,METTL24,,,,,ANGPTL8,SF3B6,,,AZIN2,ADGRB3,KL,,,,,DDR1,
348,,,,,VEGFA,,PIEZO2,,,,,UNC13C,ESPL1,,,FERMT2,ADGRB2,ADGRL2,,,,,EPS8L2,
349,,,,,CSPG4,,GATA2,,,,,PDE2A,APRT,,,TENM4,GFER,MYOF,,,,,SPINT1,
350,,,,,RAP1GAP,,TSPAN15,,,,,CCND1,TOMM7,,,NAV3,LDHB,ARL4A,,,,,FA2H,
351,,,,,CDX1,,FREM1,,,,,CDH5,SHMT2,,,TENM3,RPS21,TMEM74B,,,,,SH3TC2,
352,,,,,APBB2,,PRELP,,,,,GNAT3,PRDX5,,,ABCA8,ANK2,TSPAN7,,,,,COL17A1,
353,,,,,TSKU,,RBPJL,,,,,ERRFI1,POLR2L,,,PURG,RPS3A,MPDZ,,,,,LPA,
354,,,,,TUSC1,,SCD5,,,,,KALRN,FAM83D,,,GNA14,BATF,ADAMTSL1,,,,,FCGBP,
355,,,,,LCA5,,ADGRA2,,,,,ALPK3,SKA3,,,IL34,WIF1,MCTP1,,,,,BEX2,
356,,,,,ITIH3,,BEND6,,,,,TSPAN9,LAMTOR5,,,CDX1,ATP5MPL,PLK2,,,,,NPFFR2,
357,,,,,TCIM,,DSG2,,,,,BCAR1,RPS26,,,FAM20A,OR51M1,GALNT18,,,,,VSNL1,
358,,,,,ANGPT1,,C16orf78,,,,,SHANK3,SEC61G,,,FGF2,NACA,MMEL1,,,,,PRAF2,
359,,,,,HAS2,,SYPL2,,,,,LGMN,RPS3A,,,FST,OR51I2,VEGFC,,,,,NEURL3,
360,,,,,FBLN5,,VEGFA,,,,,CARD10,NHP2,,,CACNA2D1,SYTL3,SOX7,,,,,TSPAN1,
361,,,,,TNXB,,ANKRD65,,,,,GJA1,FRMPD3,,,COL4A4,COL19A1,CAV1,,,,,VXN,
362,,,,,LAMC2,,SMOC2,,,,,SULT1C4,SPC24,,,ADGRL3,GINS2,ARFGEF3,,,,,CAMSAP3,
363,,,,,ADAMTS1,,ADH6,,,,,HEPH,EIF3G,,,SGCD,,NRN1,,,,,LURAP1,
364,,,,,HEPH,,EDNRA,,,,,CHRNA3,UQCRQ,,,ADAMTS10,,KCNJ12,,,,,AP1M2,
365,,,,,SARDH,,CLIC6,,,,,THSD4,GINS2,,,FHL2,,CSF3,,,,,PDGFRL,
366,,,,,OLFML2B,,ALDH1A1,,,,,OSBPL10,MRPL40,,,C9orf92,,LAMB2,,,,,CDC42BPG,
367,,,,,RBMS3,,LRTM1,,,,,HBEGF,CIB1,,,STRA6,,ITGB4,,,,,LPAR3,
368,,,,,TRIM47,,MMP23B,,,,,CNKSR3,CHRAC1,,,CYP24A1,,CDH13,,,,,PTPRZ1,
369,,,,,DLL1,,HHIPL1,,,,,ADAMTS4,MT-ATP8,,,UBE2QL1,,ZNF343,,,,,TMPRSS2,
370,,,,,TWIST1,,TMPRSS11A,,,,,WFS1,POLR2K,,,FBLN5,,,,,,,TRIM7,
371,,,,,TJP1,,INSRR,,,,,PLPPR4,NDUFAF3,,,EFNB1,,,,,,,MEX3D,
372,,,,,CACNA1C,,IGFBP2,,,,,ACKR1,HSD17B10,,,GUCY1B1,,,,,,,MPP2,
373,,,,,METTL24,,KEL,,,,,GALNT14,ARHGEF39,,,RND3,,,,,,,INSRR,
374,,,,,HOXC4,,SLC22A25,,,,,DSP,MRPL36,,,EHD2,,,,,,,SLC15A1,
375,,,,,SSC5D,,AFAP1L2,,,,,FAM124A,COMTD1,,,SH3PXD2B,,,,,,,CAPN13,
376,,,,,SLC24A3,,MUSK,,,,,OLFML2A,POLR2J,,,CAP2,,,,,,,CFB,
377,,,,,KITLG,,PARD3,,,,,SELENOM,CAPN14,,,PAPSS2,,,,,,,SLCO6A1,
378,,,,,EPHA2,,ADAMDEC1,,,,,ACSS3,PPDPF,,,ARRDC4,,,,,,,MPPED1,
379,,,,,ADCY6,,ELN,,,,,WWTR1,TXNDC17,,,KIAA1755,,,,,,,OR2A42,
380,,,,,ADAMTS10,,PLEKHA6,,,,,CR1L,PAQR4,,,PLK2,,,,,,,CYP2J2,
381,,,,,GPX8,,AADAT,,,,,JAG1,DCTPP1,,,PNPLA3,,,,,,,TMEM171,
382,,,,,MPP2,,VAX2,,,,,LILRB5,RNF181,,,GSTM3,,,,,,,C1orf87,
383,,,,,TNFRSF12A,,DAZL,,,,,,MRPL11,,,EPHB2,,,,,,,GJA3,
384,,,,,SLCO1B1,,CAMSAP3,,,,,,KREMEN2,,,CLMP,,,,,,,SEC14L3,
385,,,,,KLHL29,,FZD7,,,,,,PCLAF,,,,,,,,,,SYT3,
386,,,,,NID1,,TBX18,,,,,,EXOSC4,,,,,,,,,,SERPINB5,
387,,,,,TSPAN8,,PCDH11Y,,,,,,TMEM203,,,,,,,,,,HES2,
388,,,,,CNTN1,,KALRN,,,,,,GFER,,,,,,,,,,GAL3ST2,
389,,,,,MXRA8,,DMKN,,,,,,XKRX,,,,,,,,,,SLC5A12,
390,,,,,ADAMTSL1,,COLEC12,,,,,,PSRC1,,,,,,,,,,ARHGEF28,
391,,,,,NFATC4,,FJX1,,,,,,TRIAP1,,,,,,,,,,PTPN14,
392,,,,,VIPR2,,LPAR1,,,,,,MT-CO3,,,,,,,,,,TOX3,
393,,,,,CFAP300,,PRIMA1,,,,,,CHEK1,,,,,,,,,,MOCS1,
394,,,,,FAM216B,,LTBP1,,,,,,RGS1,,,,,,,,,,MPPED2,
395,,,,,CSMD1,,UNC5C,,,,,,RASSF6,,,,,,,,,,PTPN21,
396,,,,,AOC3,,MICALL2,,,,,,VAMP8,,,,,,,,,,SHROOM2,
397,,,,,NRXN2,,DLX5,,,,,,MIXL1,,,,,,,,,,NRG1,
398,,,,,TBX5,,RAI2,,,,,,SKA1,,,,,,,,,,TNFRSF19,
399,,,,,PPFIA2,,PYGO1,,,,,,UBE2T,,,,,,,,,,THSD1,
400,,,,,P3H3,,ZNF732,,,,,,TMEM238,,,,,,,,,,GOLGA7B,
401,,,,,TBX3,,TTYH2,,,,,,GLYATL1B,,,,,,,,,,LIPJ,
402,,,,,RBPMS,,SCARA5,,,,,,ZBED2,,,,,,,,,,DMKN,
403,,,,,ANKRD29,,CITED4,,,,,,FAM81A,,,,,,,,,,IGFBP2,
404,,,,,CNN1,,RGS11,,,,,,CD72,,,,,,,,,,ARL6IP1,
405,,,,,PGR,,TLCD1,,,,,,FBL,,,,,,,,,,GRIK4,
406,,,,,IFI27L2,,NRXN1,,,,,,BLM,,,,,,,,,,ST8SIA6,
407,,,,,WWC1,,TMEM72,,,,,,DCK,,,,,,,,,,ABO,
408,,,,,CTDSPL,,CRB2,,,,,,NCAPH,,,,,,,,,,TNFRSF21,
409,,,,,ATP1A4,,HMCN2,,,,,,CDC25A,,,,,,,,,,PLEKHA6,
410,,,,,NLGN4X,,CHPF,,,,,,SEL1L3,,,,,,,,,,FOXP2,
411,,,,,ISLR,,MAPK10,,,,,,TOMM22,,,,,,,,,,CSF3,
412,,,,,SPARC,,EFEMP2,,,,,,TEDC2,,,,,,,,,,BACE2,
413,,,,,ADM2,,PGLYRP4,,,,,,LYL1,,,,,,,,,,CDC42EP5,
414,,,,,LAMA3,,SEMA7A,,,,,,TROAP,,,,,,,,,,ASS1,
415,,,,,GYG2,,POU6F2,,,,,,CHPF,,,,,,,,,,CACHD1,
416,,,,,TPM1,,ARHGEF25,,,,,,KCNQ5,,,,,,,,,,WFDC8,
417,,,,,RERG,,MGAM2,,,,,,PAX5,,,,,,,,,,ZMYND15,
418,,,,,FGFR1,,CLDN1,,,,,,C19orf48,,,,,,,,,,CLDN7,
419,,,,,PARD3,,LONRF2,,,,,,NPM1,,,,,,,,,,YAP1,
420,,,,,BACE2,,FAM151A,,,,,,PMAIP1,,,,,,,,,,FGF2,
421,,,,,CYS1,,ATP1A4,,,,,,RAD54L,,,,,,,,,,SH3RF2,
422,,,,,MMP23B,,ZFHX4,,,,,,ZWINT,,,,,,,,,,KIAA1217,
423,,,,,EFS,,,,,,,,PRR7,,,,,,,,,,COLEC12,
424,,,,,IL33,,,,,,,,CD22,,,,,,,,,,FAT1,
425,,,,,CTSK,,,,,,,,SLC15A2,,,,,,,,,,PDLIM4,
426,,,,,PTPRF,,,,,,,,PEG10,,,,,,,,,,DNAH5,
427,,,,,,,,,,,,,BUB1B,,,,,,,,,,FIBIN,
428,,,,,,,,,,,,,PCNA,,,,,,,,,,AQP7,
429,,,,,,,,,,,,,CALM2,,,,,,,,,,LYPD6,
430,,,,,,,,,,,,,CD52,,,,,,,,,,SLC4A11,
431,,,,,,,,,,,,,RHOH,,,,,,,,,,SAPCD2,
432,,,,,,,,,,,,,KIF18A,,,,,,,,,,SMARCA1,
433,,,,,,,,,,,,,SLC38A5,,,,,,,,,,PRRX2,
434,,,,,,,,,,,,,RPS21,,,,,,,,,,MYO5B,
435,,,,,,,,,,,,,KIF18B,,,,,,,,,,FAM167A,
436,,,,,,,,,,,,,ARL6IP1,,,,,,,,,,TMPRSS3,
437,,,,,,,,,,,,,EVI2B,,,,,,,,,,CADPS2,
438,,,,,,,,,,,,,ZNF732,,,,,,,,,,BCAM,
439,,,,,,,,,,,,,ATP2A3,,,,,,,,,,CAP2,
440,,,,,,,,,,,,,RPS9,,,,,,,,,,GPR87,
441,,,,,,,,,,,,,TRPV3,,,,,,,,,,LGR4,
442,,,,,,,,,,,,,MT-ND2,,,,,,,,,,PPARGC1A,
443,,,,,,,,,,,,,BLNK,,,,,,,,,,PRKAA2,
444,,,,,,,,,,,,,CD1C,,,,,,,,,,ERICH5,
445,,,,,,,,,,,,,RRM2,,,,,,,,,,APOL4,
446,,,,,,,,,,,,,SLC17A9,,,,,,,,,,CAV1,
447,,,,,,,,,,,,,CCDC85B,,,,,,,,,,PON3,
448,,,,,,,,,,,,,CD74,,,,,,,,,,CHI3L1,
449,,,,,,,,,,,,,CLSPN,,,,,,,,,,GPRC5A,
450,,,,,,,,,,,,,LDHB,,,,,,,,,,PLXNB1,
451,,,,,,,,,,,,,TCL1A,,,,,,,,,,FLRT3,
452,,,,,,,,,,,,,CEP55,,,,,,,,,,THRB,
453,,,,,,,,,,,,,C16orf74,,,,,,,,,,WFDC3,
454,,,,,,,,,,,,,ATP6V1F,,,,,,,,,,MST1R,
455,,,,,,,,,,,,,MT-ND4,,,,,,,,,,SNTG2,
456,,,,,,,,,,,,,TUBB2A,,,,,,,,,,NRCAM,
457,,,,,,,,,,,,,TOX,,,,,,,,,,ADAMTS17,
458,,,,,,,,,,,,,EAF2,,,,,,,,,,TNNI2,
459,,,,,,,,,,,,,ICAM3,,,,,,,,,,KIT,
460,,,,,,,,,,,,,SOX5,,,,,,,,,,ST14,
461,,,,,,,,,,,,,MTRNR2L8,,,,,,,,,,HUNK,
462,,,,,,,,,,,,,CPNE5,,,,,,,,,,SDR16C5,
463,,,,,,,,,,,,,TLR10,,,,,,,,,,CDR2L,
464,,,,,,,,,,,,,GRAP,,,,,,,,,,VSTM4,
465,,,,,,,,,,,,,ZNF860,,,,,,,,,,GNG12,
466,,,,,,,,,,,,,HLA-DRB1,,,,,,,,,,CELSR2,
467,,,,,,,,,,,,,RPL39,,,,,,,,,,SUSD4,
468,,,,,,,,,,,,,ST14,,,,,,,,,,CNN3,
469,,,,,,,,,,,,,HES6,,,,,,,,,,KCNQ3,
470,,,,,,,,,,,,,ANKLE1,,,,,,,,,,PDGFRA,
471,,,,,,,,,,,,,GNB3,,,,,,,,,,SEMA3C,
472,,,,,,,,,,,,,RECQL4,,,,,,,,,,ANK3,
473,,,,,,,,,,,,,PPM1E,,,,,,,,,,SYTL4,
474,,,,,,,,,,,,,SYTL1,,,,,,,,,,MCOLN3,
475,,,,,,,,,,,,,SPINK2,,,,,,,,,,FHL2,
476,,,,,,,,,,,,,MCM10,,,,,,,,,,MAL2,
477,,,,,,,,,,,,,PNOC,,,,,,,,,,MT1X,
478,,,,,,,,,,,,,TNF,,,,,,,,,,FAM160A1,
479,,,,,,,,,,,,,KIF23,,,,,,,,,,CYP27C1,
480,,,,,,,,,,,,,IGF2BP3,,,,,,,,,,ADCY6,
481,,,,,,,,,,,,,TCEAL8,,,,,,,,,,RHPN2,
482,,,,,,,,,,,,,CENPX,,,,,,,,,,TMEM108,
483,,,,,,,,,,,,,CDCA5,,,,,,,,,,TPBG,
484,,,,,,,,,,,,,BTG2,,,,,,,,,,RND1,
485,,,,,,,,,,,,,TPD52,,,,,,,,,,SLC16A9,
486,,,,,,,,,,,,,IGSF10,,,,,,,,,,DOC2B,
487,,,,,,,,,,,,,DEPDC1B,,,,,,,,,,ZNF462,
488,,,,,,,,,,,,,CEACAM21,,,,,,,,,,SLPI,
489,,,,,,,,,,,,,MELK,,,,,,,,,,COL4A5,
490,,,,,,,,,,,,,FAM72B,,,,,,,,,,MEIS2,
491,,,,,,,,,,,,,FABP5,,,,,,,,,,BTC,
492,,,,,,,,,,,,,,,,,,,,,,,GFRA1,
493,,,,,,,,,,,,,,,,,,,,,,,FAT4,
494,,,,,,,,,,,,,,,,,,,,,,,SOX7,
495,,,,,,,,,,,,,,,,,,,,,,,FOXO6,
496,,,,,,,,,,,,,,,,,,,,,,,RSPH1,
497,,,,,,,,,,,,,,,,,,,,,,,ITGB4,
498,,,,,,,,,,,,,,,,,,,,,,,BMPER,
499,,,,,,,,,,,,,,,,,,,,,,,ST6GALNAC1,
500,,,,,,,,,,,,,,,,,,,,,,,CDH7,
501,,,,,,,,,,,,,,,,,,,,,,,WWTR1,
502,,,,,,,,,,,,,,,,,,,,,,,GRM7,
503,,,,,,,,,,,,,,,,,,,,,,,STC2,
504,,,,,,,,,,,,,,,,,,,,,,,SYTL2,
505,,,,,,,,,,,,,,,,,,,,,,,TFCP2L1,
506,,,,,,,,,,,,,,,,,,,,,,,CPXM1,
507,,,,,,,,,,,,,,,,,,,,,,,ARSJ,
508,,,,,,,,,,,,,,,,,,,,,,,WNT3A,
509,,,,,,,,,,,,,,,,,,,,,,,LOXL1,
510,,,,,,,,,,,,,,,,,,,,,,,OSMR,
511,,,,,,,,,,,,,,,,,,,,,,,GLYATL1B,
